index,0,time (ms),Voltage (V),Current (mA)
,,55890558965.0,0.654,2.44
,,559033.0,0.662,2.442
,,559099.0,0.67,2.442
,,559290.0,0.69,2.444
,,559357.0,0.696,2.446
,,559548.0,0.718,2.45
,,559616.0,0.726,2.45
,,559806.0,0.746,2.454
,,559873.0,0.754,2.456
,,559940.0,0.762,2.458
,,560063.0,0.774,2.46
,,560131.0,0.782,2.462
,,560198.0,0.79,2.464
,,560321.0,0.804,2.468
,,560389.0,0.81,2.47
,,560455.0,0.818,2.47
,,560523.0,0.826,2.472
,,560590.0,0.832,2.474
,,560657560713.0,0.846,2.478
,,560781.0,0.854,2.478
,,560847.0,0.862,2.48
,,561039.0,0.882,2.486
,,561105.0,0.89,2.486
,,561296.0,0.912,2.488
,,561363.0,0.92,2.49
,,561554.0,0.94,2.492
,,561622.0,0.948,2.494
,,561812.0,0.968,2.496
,,561879.0,0.976,2.496
,,561946.0,0.984,2.496
,,562069.0,0.996,2.496
,,562137.0,1.004,2.498
,,562204.0,1.012,2.498
,,5562327.0,1.024,2.498
,,562395.0,1.032,2.498
,,562461.0,1.04,2.498
,,562562585.0,1.054,2.498
,,562652.0,1.06,2.498
,,562719.0,1.068,2.498
,,562787.0,1.076,2.498
,,562910.0,1.09,2.498
,,562977.0,1.098,2.498
,,563044.0,1.106,2.498
,,563111.0,1.112,2.498
,,563234.0,1.126,2.498
,,563302.0,1.134,2.498
,,563369.0,1.14,2.498
,,563436.0,1.148,2.5
,,563560.0,1.162,2.5
,,563627.0,1.168,2.5
,,563694.0,1.176,2.498
,,563818.0,1.188,2.5
,,563885.0,1.196,2.5
,,563952.0,1.206,2.5
,,56564075.0,1.22,2.5
,,564143.0,1.228,2.5
,,564210.0,1.236,2.5
,,56427564333.0,1.25,2.5
,,564401.0,1.258,2.5
,,564467.0,1.264,2.502
,,564658.0,1.286,2.5
,,564725.0,1.294,2.502
,,564793.0,1.302,2.502
,,564859.0,1.308,2.502
,,564983.0,1.322,2.502
,,565050.0,1.33,2.5
,,565117.0,1.336,2.502
,,565185.0,1.344,2.502
,,565308.0,1.358,2.502
,,565376.0,1.364,2.502
,,565442.0,1.372,2.502
,,5565566.0,1.386,2.502
,,565633.0,1.394,2.504
,,565700.0,1.402,2.504
,,5657565823.0,1.414,2.504
,,565891.0,1.422,2.506
,,565958.0,1.43,2.506
,,566025.0,1.438,2.506
,,566149.0,1.452,2.508
,,566215.0,1.458,2.508
,,566283.0,1.466,2.508
,,566350.0,1.472,2.51
,,566541.0,1.494,2.512
,,566608.0,1.5,2.516
,,566675.0,1.508,2.518
,,566799.0,1.522,2.518
,,566865.0,1.53,2.52
,,566933.0,1.538,2.522
,,567056.0,1.552,2.526
,,567123.0,1.558,2.528
,,567191.0,1.566,2.53
,,567567314.0,1.58,2.538
,,567382.0,1.588,2.538
,,567448.0,1.596,2.542
,,567516.0,1.604,2.544
,,567639.0,1.616,2.55
,,567706.0,1.622,2.554
,,567774.0,1.63,2.558
,,567840.0,1.638,2.562
,,568031.0,1.658,2.572
,,568098.0,1.666,2.578
,,568166.0,1.674,2.582
,,568289.0,1.686,2.59
,,568356.0,1.694,2.596
,,568423.0,1.702,2.602
,,568547.0,1.716,2.612
,,568613.0,1.724,2.616
,,568681.0,1.73,2.622
,,568749.0,1.738,2.628
,,568871.0,1.752,2.638
,,568939.0,1.76,2.642
,,569006.0,1.766,2.648
,,569073.0,1.774,2.652
,,569197.0,1.786,2.662
,,569264.0,1.794,2.666
,,569331.0,1.802,2.67
,,569522.0,1.822,2.68
,,569589.0,1.83,2.684
,,569780.0,1.852,2.688
,,569846.0,1.86,2.69
,,569914.0,1.868,2.69
,,570037.0,1.88,2.69
,,570104.0,1.888,2.69
,,570172.0,1.896,2.688
,,5570295.0,1.91,2.682
,,570362.0,1.918,2.68
,,570429.0,1.926,2.674
,,570570553.0,1.938,2.668
,,570619.0,1.946,2.662
,,570687.0,1.954,2.658
,,570755570810.0,1.968,2.65
,,570877.0,1.974,2.644
,,570945.0,1.982,2.642
,,571136.0,2.004,2.63
,,571203.0,2.01,2.628
,,571394.0,2.032,2.622
,,571461.0,2.036,2.614
,,571529.0,2.028,2.602
,,571595.0,2.022,2.592
,,571787.0,2.002,2.572
,,571853.0,1.992,2.568
,,572044.0,1.972,2.556
,,572111.0,1.964,2.554
,,572302.0,1.944,2.544
,,572369.0,1.936,2.544
,,572560.0,1.916,2.536
,,572626.0,1.908,2.536
,,572694.0,1.9,2.534
,,572817.0,1.886,2.528
,,572884.0,1.878,2.528
,,572952.0,1.872,2.528
,,573075.0,1.856,2.522
,,573143.0,1.848,2.522
,,573209.0,1.842,2.52
,,57573333.0,1.828,2.518
,,573400.0,1.82,2.516
,,573467.0,1.812,2.516
,,573535.0,1.806,2.514
,,573658.0,1.792,2.512
,,573725.0,1.784,2.512
,,573792.0,1.778,2.51
,,573859.0,1.77,2.51
,,574050.0,1.75,2.506
,,574117.0,1.742,2.506
,,574184.0,1.734,2.506
,,574308.0,1.72,2.504
,,574374.0,1.714,2.504
,,574442.0,1.708,2.502
,,574565.0,1.692,2.502
,,574632.0,1.684,2.498
,,574700.0,1.678,2.5
,,574574823.0,1.664,2.498
,,574891.0,1.656,2.498
,,574957.0,1.648,2.498
,,575025575081.0,1.636,2.496
,,575148.0,1.628,2.496
,,575215.0,1.62,2.498
,,575283.0,1.614,2.494
,,575406.0,1.6,2.494
,,575473.0,1.594,2.496
,,575540.0,1.586,2.494
,,575664.0,1.572,2.494
,,575730.0,1.564,2.494
,,575798.0,1.556,2.492
,,575921.0,1.542,2.492
,,575988.0,1.534,2.492
,,576056.0,1.528,2.492
,,576122.0,1.52,2.492
,,576246.0,1.506,2.492
,,576313.0,1.498,2.49
,,576380.0,1.49,2.49
,,576503.0,1.478,2.49
,,576571.0,1.47,2.49
,,576638.0,1.462,2.49
,,576705.0,1.456,2.49
,,576896.0,1.436,2.488
,,576963.0,1.428,2.49
,,577154.0,1.406,2.488
,,577221.0,1.398,2.488
,,577288.0,1.392,2.488
,,577412.0,1.378,2.486
,,577478.0,1.37,2.488
,,577546.0,1.362,2.488
,,577669.0,1.35,2.488
,,577736.0,1.342,2.488
,,577804.0,1.334,2.488
,,57577927.0,1.32,2.488
,,577994.0,1.314,2.486
,,578061.0,1.308,2.488
,,57812578185.0,1.292,2.486
,,578251.0,1.286,2.482
,,578319.0,1.278,2.486
,,578509.0,1.256,2.486
,,578577.0,1.248,2.486
,,578643.0,1.24,2.488
,,578767.0,1.226,2.486
,,578834.0,1.218,2.484
,,578902.0,1.21,2.486
,,579024.0,1.196,2.486
,,579092.0,1.188,2.486
,,579160.0,1.18,2.484
,,579282.0,1.168,2.486
,,579350.0,1.16,2.486
,,579417.0,1.152,2.486
,,579484.0,1.144,2.484
,,579607.0,1.132,2.486
,,579675.0,1.124,2.486
,,579742.0,1.118,2.484
,,579865.0,1.104,2.484
,,579933.0,1.096,2.484
,,579999.0,1.088,2.482
,,580067.0,1.08,2.484
,,580190.0,1.068,2.482
,,580257.0,1.06,2.48
,,580325.0,1.052,2.48
,,580515.0,1.03,2.476
,,580582.0,1.024,2.474
,,580649.0,1.016,2.474
,,580772.0,1.002,2.468
,,580840.0,0.996,2.466
,,580908.0,0.988,2.464
,,5581030.0,0.974,2.46
,,581098.0,0.968,2.456
,,581165.0,0.96,2.452
,,5812581288.0,0.946,2.446
,,581355.0,0.94,2.442
,,581423.0,0.932,2.436
,,581490581545.0,0.918,2.428
,,581613.0,0.91,2.424
,,581681.0,0.902,2.418
,,581747.0,0.896,2.412
,,581871.0,0.882,2.402
,,581938.0,0.874,2.396
,,582005.0,0.866,2.39
,,582073.0,0.858,2.386
,,582196.0,0.846,2.376
,,582263.0,0.838,2.37
,,582330.0,0.83,2.364
,,582397.0,0.822,2.362
,,582520.0,0.81,2.352
,,582588.0,0.802,2.348
,,582656.0,0.794,2.346
,,582778.0,0.782,2.34
,,582846.0,0.774,2.338
,,582913.0,0.766,2.336
,,583103.0,0.746,2.332
,,583171.0,0.738,2.33
,,583361.0,0.716,2.332
,,583429.0,0.71,2.332
,,583619.0,0.688,2.336
,,583686.0,0.682,2.336
,,583753.0,0.674,2.338
,,583876.0,0.66,2.342
,,583944.0,0.654,2.342
,,584011.0,0.646,2.344
,,584078.0,0.638,2.346
,,584145.0,0.63,2.346
,,584268.0,0.618,2.35
,,584336.0,0.61,2.352
,,584403.0,0.602,2.354
,,584594.0,0.58,2.358
,,584660.0,0.572,2.358
,,584851.0,0.55,2.364
,,584919.0,0.542,2.364
,,585109.0,0.522,2.368
,,585177.0,0.514,2.368
,,585243.0,0.508,2.372
,,585367.0,0.494,2.372
,,585434.0,0.486,2.372
,,585501.0,0.48,2.374
,,585569.0,0.47,2.376
,,585692.0,0.458,2.376
,,585759.0,0.45,2.376
,,585826.0,0.442,2.378
,,585893.0,0.434,2.378
,,586016.0,0.42,2.38
,,586084.0,0.412,2.38
,,586151.0,0.404,2.382
,,586342.0,0.384,2.384
,,586408.0,0.376,2.384
,,586476.0,0.37,2.384
,,586599.0,0.356,2.384
,,586667.0,0.348,2.384
,,586734.0,0.342,2.386
,,586857.0,0.328,2.386
,,586925.0,0.32,2.386
,,586991.0,0.314,2.388
,,587059.0,0.306,2.388
,,587126.0,0.298,2.39
,,587249.0,0.284,2.388
,,587317.0,0.276,2.388
,,587383.0,0.27,2.39
,,587574.0,0.248,2.39
,,587641.0,0.24,2.39
,,587832.0,0.22,2.39
,,587899.0,0.212,2.39
,,587966.0,0.204,2.392
,,588089.0,0.192,2.392
,,588156.0,0.184,2.392
,,588224.0,0.176,2.39
,,588413.0,0.156,2.39
,,588481.0,0.148,2.39
,,588672.0,0.126,2.392
,,588738.0,0.118,2.39
,,588806.0,0.11,2.392
,,588588929.0,0.098,2.39
,,588995.0,0.09,2.39
,,589063.0,0.082,2.39
,,589253.0,0.06,2.39
,,589320.0,0.052,2.39
,,589387.0,0.046,2.388
,,589510.0,0.032,2.388
,,589577.0,0.024,2.386
,,589644.0,0.016,2.384
,,589711.0,0.01,2.384
